publisher,num_languages,%_positive_reviews,RPR
RedCandleGames,5.0,96.17520049352252,8.021284444830902
Reiza,7.0,85.47717842323651,2.85018934388918
Remedy Entertainment,11.0,89.57716451498283,5.975794830886112
Retrific,1.0,93.75,94.6969696969697
Retroism,4.0,94.03508771929825,13.452802248826645
Reverb Triple XP,1.0,59.9964234620887,2.400817265389704
Revolution Software Ltd,6.0,90.99664856243804,9.552524914723744
Rising Star Games,5.0,89.60674157303372,9.96737948532077
RobTop Games,1.0,94.34400884736046,23.64511499933846
Robert Borghese,1.0,85.20114942528735,8.52864358611485
Robot Entertainment,9.0,93.52400408580183,6.239093001054158
Robot Gentleman,11.0,78.01693719124911,7.809503222347258
Robotronic Games,1.0,76.46464646464646,5.1010437935054345
Rocketcat Games,1.0,95.65084226646248,6.380976802299031
Rockstar Games,5.1,82.40538409427866,6.061763323499185
Rok Entertainment,6.0,52.86624203821656,2.6446344191203885
Rooster Teeth Games,9.0,80.70839064649243,4.037438251450348
RuneStorm,1.0,92.58031415414729,21.92778861747596
Runic Games,9.333333333333334,92.16436249417906,5.124098047878384
Running With Scissors,5.0,96.08550653326772,9.61816882214892
Rutony Studio,3.0,57.89473684210527,3.862223938766195
S.C. 16 BIT NIGHTS S.R.L.,1.0,74.20091324200914,37.2868910763865
SCS Software,18.333333333333332,90.83215831945546,8.507507294874744
SEGA,7.116279069767442,85.81067401282402,4.396528484757451
SGTTB_Studios,1.0,12.5,1.3904338153503892
SNK CORPORATION,7.0,90.54687081456274,4.122017366866964
SQUARE ENIX,7.0,92.83627025591076,3.0955741999303354
STUDIOARTDINK,2.0,70.58823529411765,1.1766666993518529
SUPERHOT Team,12.5,88.52859671880114,3.5425608931092887
SakuraGame,2.0,80.72487644151565,40.5652645434752
Sauropod Studio,5.0,53.51537978656623,2.141471780174719
"Schine, GmbH",9.0,70.00626174076393,4.670197581104999
Scott Cawthon,1.0,90.57153211451866,14.690981080020942
Screaming Bee,6.0,52.48618784530387,1.312482816836806
Screeps,1.0,89.01373283395755,5.938207660704306
Secret Exit Ltd.,1.0,92.40622140896616,9.249872012909526
Sekai Project,4.25,95.9181580478108,14.019468578395259
SharF Co.,2.0,37.5,37.87878787878788
Shining Rock Software LLC,1.0,89.51492164886716,4.4779850749808485
Shiro Games,6.0,85.61248253376804,3.5658197810537606
Shiver Games,9.0,77.9277108433735,3.1183557760453584
Silver Dollar Games,1.0,98.30842312594136,19.70108679878584
SimBin,5.0,90.5,22.681704260651628
Sixteen Tons Entertainment,5.0,70.49180327868852,2.3505102793827453
SixtyGig Games,1.0,90.30860855441256,9.039900756197452
Ska Studios,8.0,89.74297953355544,4.988492469903027
Skybound Games,5.0,87.9278461201439,5.865766919289119
Slightly Mad Studios,8.0,70.98976109215018,2.3671144078742974
Slikey Games,1.0,83.33333333333334,16.7000668002672
Slitherine Ltd.,3.2222222222222223,82.95197016281692,2.1803325619363854
Slug Disco Studios,2.0,95.59670781893004,4.782226504198602
SmashGames,1.0,81.44470414285496,8.152623037322819
"SmiteWorks USA, LLC",1.0,78.39335180055402,1.960323875982846
Snail Games USA,8.0,56.33968478005176,3.131722333521499
Snowbird Games,7.0,59.34065934065934,2.9685172256457903
Solecismic Software,1.0,83.06878306878306,2.769882729869392
Sometimes You,1.6956521739130435,53.1598603761331,29.1547264297081
South East Games,1.0,93.9836781172898,6.269758380072702
Space Boat Studios,14.0,55.29767911200807,3.688971254970518
Sparpweed,16.0,93.00361881785284,7.756765539437268
Spiderling Studios,9.0,95.17456883600744,9.526983867468212
"Spike Chunsoft Co., Ltd.",3.4,94.14606961180215,3.638847210767466
Split Polygon,1.0,71.70370370370371,3.775866440426736
Square Enix,6.65625,82.32132140495239,5.2951722840629944
StalkerAlex.,1.0,36.206896551724135,36.57262277951933
Star Drifters,7.0,74.3801652892562,3.720868698812216
Starbreeze Publishing AB,7.0,67.69256649281203,5.455281989762995
Stardock Entertainment,5.333333333333333,81.13610826202624,3.0913355220698975
"StartupTim, LLC",27.0,72.7797833935018,4.855222374483109
Steel Crate Games,2.0,98.72908282143614,6.58632974125658
SteelRaven7,1.0,96.33315240335324,6.426494489883472
Stegersaurus Software Inc.,1.0,95.77412116679132,19.1932106546676
Step 1 Games LLC,1.0,70.15845070422534,7.022867938360895
Strategy First,3.5,84.69119283336774,8.477596880216991
Stray Fawn Studio,8.0,91.00236779794793,5.058497376206111
Studio 397,1.0,85.46875,2.67173335417318
Studio MDHR Entertainment Inc.,12.0,95.86703601108032,4.795749675391712
Studio Wildcard,21.0,74.76159182183278,1.4955309426251806
Stygian Software,1.0,86.28048780487805,5.755869766836428
Subset Games,9.0,96.2307739072284,9.632710100823664
Suncrash,7.0,82.53968253968253,4.129048651309782
Supergiant Games,7.333333333333333,93.75844825078643,5.228552724364715
Survios,1.0,84.22065426555484,2.10604286735571
Suspicious Developments,1.0,96.09624981955189,8.038823673923856
Synnergy Circle Games,3.0,88.57142857142857,89.46608946608947
System Era Softworks,13.0,89.80235102161902,2.9944098373330785
THQ Nordic,7.35,76.60520835342825,3.743780523889794
TPP Studio,7.0,55.36723163841808,9.243277402073137
TT Games,13.0,78.58347386172007,3.9311392627173625
TaleWorlds Entertainment,8.666666666666666,90.15382330627422,7.392866001896112
Tasharen Entertainment Inc.,2.5,73.61527694461107,5.699727004590594
Team Cherry,10.0,96.96820431987784,6.468859527676974
Team Reptile,1.0,95.80508474576273,6.848111847445513
Team17 Digital Ltd,6.769230769230769,82.88895368575426,5.087918553730533
Techland Publishing,10.0,93.92072910017569,4.323876075109121
Telltale Games,5.5,85.27908780447369,5.450350637710672
Tequila Works,5.0,92.56,4.6303151575787895
Tero Lunkka,1.0,50.0,50.505050505050505
Terrible Toybox,6.0,92.36749116607774,4.620684900754265
Texel Raptor,7.0,93.3025404157044,3.111121721097179
The Behemoth,11.0,95.80364465124507,5.8704054505455145
The Drone Racing League,1.0,90.6158357771261,4.533058318015312
The Fun Pimps Entertainment LLC,4.0,84.79618420044442,3.393204649877728
The Game Bakers,10.0,93.006408470326,4.6526467468897446
The Indie Stone,16.0,87.07217430776214,5.808684076568522
The Irregular Corporation,8.0,64.43914081145584,1.6113813656278029
The Light Sword Team,4.0,62.5,29.306230147392483
The Merchant Guild of Rund (Limited),13.0,82.28699551569507,5.489459340606742
The Quadsphere,1.0,82.19013237063778,6.327184940002908
The Yogscast,8.0,87.22592945662537,8.731324269932468
"Thekla, Inc.",15.0,84.60222412318221,2.115584499204356
Thomas Biskup,1.0,88.3076923076923,5.891106891774003
Thorngames,1.0,40.0,20.100502512562816
Those Awesome Guys,12.0,85.75385833003561,5.720737713811582
Thunder Lotus Games,10.0,80.41362530413625,5.364484676726901
Tim Sullivan,27.0,72.7797833935018,4.855222374483109
Toast,1.0,81.89189189189189,5.463101527144222
Tomorrow Corporation,7.0,95.04615384615384,9.514129514129513
Toplitz Productions,6.0,77.27272727272727,7.735007735007734
Topware Interactive,6.2727272727272725,64.62221351081169,9.07780563039342
Topware Interactive ACE,6.0,75.63025210084034,15.156363146460988
"Topware Interactive, ACE",8.0,51.83129855715871,2.5928613585372045
Torn Banner Studios,9.0,81.36067943621251,3.255729469236195
Transhuman Design,3.0,81.35964912280701,8.144109021302004
Trapdoor,9.0,90.90720365372638,9.099820185558196
Trendy Entertainment,5.0,92.22447599729549,6.152399999819579
Trese Brothers,1.0,88.15071888943976,5.880635015973299
Triple Rush Games,1.0,100.0,25.062656641604008
Triple.B.Titles,1.0,86.3849765258216,17.311618542248816
Tripwire Interactive,8.833333333333334,88.99063314898353,6.204029114846178
TrisPix Studio,2.0,0.0,0.0
Tyler Glaiel,1.0,91.2621359223301,6.088201195619086
U-Play Online,14.0,74.23125337169574,2.9704383101919065
UL,7.0,91.24146243471274,3.042396213228168
Ubisoft,11.282608695652174,76.56739804848051,3.942886715523833
Ubisoft Entertainment,10.0,72.20656760260856,6.048295458548511
Ultimate Games S.A.,12.0,87.0873786407767,4.3565472056416565
Ultra Runaway Games,1.0,85.38205980066445,17.11063322658606
Unknown Worlds Entertainment,14.0,90.65458159295105,6.2095479857787605
Valve,11.55,92.44451661236586,11.716518165574605
VaragtP,12.0,83.48982785602503,27.923019349841145
Versus Evil,9.0,84.48074137508283,3.8741705288395094
Vertigo Games,9.0,81.45184338382396,2.036805285917078
Vertigo Gaming Inc.,1.0,86.75261689126803,10.499749291194343
VladCastillo,12.0,76.92307692307693,19.2789666473877
Vlambeer,1.0,96.86240644789868,8.078599370133334
VoiceAttack.com,1.0,96.29629629629628,8.031384178173168
WB Games,9.6,83.43826441678013,3.177885846780863
WOLCEN Studio,3.0,56.90149279267719,1.8973488760479225
Wargaming Labs,7.0,84.04536822541527,9.149798956329565
Wargaming.net,1.0,95.83654587509638,19.205720616251774
Warner Bros. Interactive,14.0,79.35483870967742,3.969726798883313
Warner Bros. Interactive Entertainment,8.708333333333334,82.5275295273362,4.008509985401874
WeirdBeard,20.0,85.8974358974359,5.730315937120474
Wenkly Studio Sp. z o.o.,1.0,86.31921824104235,5.7584535184151
WhisperGames,5.0,95.30067702110712,4.767417559835274
White Dog,1.0,33.75,5.465494947559983
White Rabbit Games,2.0,40.0,40.4040404040404
Winged Cloud,1.0,93.41500765696784,4.673086926311548
Wizards of the Coast LLC,9.0,80.97995545657015,8.10610164730432
Wolfire Games,1.0,78.8722341184868,2.6299511209898903
Wube Software LTD.,21.0,98.89460482122358,3.2964868273741192
X.D. Network Inc.,4.0,65.76956333765672,6.212198893554069
XSEED Games,2.4,94.71056623128403,3.15376165134142
Xbox Game Studios,8.0,89.48165217207678,4.21748727889518
Yacht Club Games,8.0,96.19372787051088,3.849288830352577
YoYo Games Ltd.,4.0,86.11764705882354,0.8612625968479202
Young Horses,12.0,92.87400729770336,6.195730973829443
Ysbryd Games,3.0,97.20367278797995,6.484567897797195
Zachtronics,3.8,96.35303577046977,7.723480703329296
Zenz VR,1.0,85.46712802768167,5.030437199981264
Zillion Whales,11.0,57.97872340425532,3.8678267781357785
astragon Entertainment,10.6,57.40978798486303,2.710043304311301
azimut team,1.0,24.0,24.24242424242424
davevillz,1.0,94.3622215440952,9.445667822231751
eduweb,1.0,91.4466737064414,9.153821191835975
eigoMANGA,1.0,68.62996158770807,13.75349931617396
encurio,6.0,52.86624203821656,2.6446344191203885
iRacing,1.0,78.43137254901961,7.850988243145106
iRacing.com Motorsport Simulations,1.0,78.43137254901961,7.850988243145106
inXile Entertainment,7.0,75.68638101424986,2.135425580480568
irritatingFLY studio,1.0,38.88888888888889,39.28170594837262
kChamp Games,11.0,92.70040700760929,13.261860802233087
oddonegames,7.0,62.7906976744186,3.1411054364391497
raptor lab,3.0,73.36814621409921,2.9359002086474275
tinyBuild,12.333333333333334,85.51350147351674,6.161101212774205
tobyfox,2.0,96.06721767401778,9.616338105507284
